clue,explanation,answer,url
白云山上草萌生,提示：“白云山上”指的是“白云山”三字笔画的上面部分，分别为“丿一丨”，“丿一丨”调整笔画，组成字“千”。“草”理解为草字头“艹”。艹+千=芊。,芊,https://www.wwyulu.com/read/111170.html
解决前要细心,提示：“解决前”指的是“决”字笔画的前面部分解除掉，去掉，剩下“夬”。“心”理解为竖心旁“忄”。忄+夬=快。,快,https://www.wwyulu.com/read/111168.html
战疫除病，重在体系先形成,提示：“病”理解为病字头“疒”；“战疫除病”指的是“疫”字笔画中的“疒”除掉，去掉，剩下“殳”。“体系先”指的是“体系”二字笔画的先头部分，分别为“亻丿”。,役,https://www.wwyulu.com/read/111166.html
四川新动态点滴,提示：“四川新动态”指的是“四川”二字调整笔画，“四”变成字“兄”；“川”变成字“忄”。“点”的形状为“、”。“滴”指的是水滴，形状为“、”。,悦,https://www.wwyulu.com/read/111164.html
共种田地不栽树,提示：“共”“田”明扣。“树”指的是树木，扣“木”；“不栽树”指的是“栽”字笔画中的“木”不要，去掉。,戴,https://www.wwyulu.com/read/111152.html
宽心伢儿迷藏人,提示：“宽心”指的是“宽”字笔画的中心部分，为“艹”。“人”理解为单人旁“亻”；“伢儿迷藏人”指的是“伢”字笔画的“亻”藏起来，去掉，剩下“牙”。牙+艹=芽。,芽,https://www.wwyulu.com/read/111150.html
艺高传承到乡下,提示：“艺高”指的是“艺”字笔画的高处，为“艹”。“乡”明扣。艹+乡=芗。,芗,https://www.wwyulu.com/read/111148.html
日来会得一相逢,提示：“日来会得一相逢”指的是“日”与“一”相逢，组成字“旦”。,旦,https://www.wwyulu.com/read/111146.html
节外发枝迎春到,提示：“节外”指的是“外”字笔画节省部分，去掉部分，剩下“夕”。“发枝”指的是“枝”字笔画发走，去掉部分，剩下“木”。“春”五行属木，扣“木”。木+木+夕=梦。,梦,https://www.wwyulu.com/read/111144.html
父兄未许人,提示：“父兄”指的是父亲的哥哥，即“伯”之意。“人”理解为单人旁“亻”。“父兄未许人”指的是“伯”字笔画中的“亻”没有，去掉，剩下“白”。,白,https://www.wwyulu.com/read/111142.html
留连山水风景中,提示：“留连”指的是谜底的读音与“留”相同。“山水风景中”指的是“山水风景”四字笔画的中间部分，分别为“丨亅ㄨ亠”。丨+亅+ㄨ+亠=刘。,刘,https://www.wwyulu.com/read/111140.html
只今明月八分无,提示：“只今明月八分无”指的是“只今明”笔画中的“月八”无，去掉，剩下“口今日”。口+今+日=晗。,晗,https://www.wwyulu.com/read/111138.html
仁之端者，取予也,提示：“仁之端者”指的是“仁”字笔画的开端，为“亻”。“予”即“我”之意。我+亻=俄。,俄,https://www.wwyulu.com/read/111136.html
日行一善，善行一生,提示：“日行一善，善行一生”指的是“日”“一”与“一”调整笔画，组成字“亘”。,亘,https://www.wwyulu.com/read/111134.html
上通天文，下通地理,提示：“上通天文”指的是“天文”二字笔画的上面部分，分别为“一、”。“下通地理”指的是“下”字笔画的底部，为“卜”。,卞,https://www.wwyulu.com/read/111132.html
故宫窃案谁所为,提示：故宫窃案谁所为？指的是石柏魁案，说明是石柏魁干的，扣“石干”。石+干=矸。,矸,https://www.wwyulu.com/read/111130.html
的,提示：“的”字笔画可拆分为“勺白”，“勺”即“瓢”之意，再增加儿化音，即“瓢儿白”。,瓢儿白,https://www.wwyulu.com/read/111128.html
出手发力抛高空,提示：“手”理解为提手旁“扌”。“出手发力抛”指的是“抛”字笔画中的“扌”出去，去掉，“力”发走，去掉，剩下“九”。“高空”指的是“空”字笔画的高处，为“穴”。穴+九=究。,究,https://www.wwyulu.com/read/111126.html
惜别伤离方寸乱,提示：“惜别伤离方寸乱”指的是“惜”字笔画离别部分，去掉部分，剩下“昔”，“昔”字笔画打乱，重新组合，变成字“苜”。,苜,https://www.wwyulu.com/read/111118.html
已觉春心动,提示：“已觉春”指的是春天到来，到处都是青色，扣“青”。“心”理解为竖心旁“忄”。忄+青=情。,情,https://www.wwyulu.com/read/111116.html
枝上流莺和泪闻,提示：“枝上”指的是“枝”字笔画的上面部分，开始部分，为“木”。“莺”一种鸟，从远处看，形状为“、”。“泪”指的是泪水，扣“水”，“水”理解为三点水“氵”。,沭,https://www.wwyulu.com/read/111114.html
行足万人师,提示：“行足万”指的是“万”字笔画的足部行走，下面部分行走，去掉，剩下“一”。“人”明扣。一+人=大。,大,https://www.wwyulu.com/read/111112.html
雁过也，正伤心,提示：“正”指的是正号，符号为“+”。“伤心”指的是“心”字笔画伤了部分，去掉部分，剩下“乚、、”。,札,https://www.wwyulu.com/read/111110.html
叶叶心心,提示：“叶叶心”指的是“叶叶”二字中间部分，为“十口”。“心”明扣。“叶叶心心”指的是“十口”与“心”组成字“思”。,思,https://www.wwyulu.com/read/111108.html
买得一枝春欲放,提示：“春”五行属木，扣“木”。“买得一枝春欲放”指的是“一枝”笔画中的“木”放开，去掉，剩下“一支”；“一支”调整笔画，组成字“圣”。,圣,https://www.wwyulu.com/read/111106.html
多少游春意,提示：“多少”即“几”之意。“春”五行属木，扣“木”。木+几=朵。,朵,https://www.wwyulu.com/read/111104.html
泽畔东篱,提示：“泽畔”指的是“泽”字笔画的一边，取“泽”笔画没有“氵”的部分。“东篱”指的是“马致远”的号，扣“马”。,驿,https://www.wwyulu.com/read/111102.html
晦明之交,提示：“晦”字义为“夜晚”，说明没有太阳（日）；“晦明”指的是“明”字笔画没有“日”，剩下“月”。“交”明扣。交+月=胶。,胶,https://www.wwyulu.com/read/111100.html
自花白寸心不昧,提示：“自花白”指的是“自”字笔画中的“白”花掉，去掉，剩下“一”。“寸心不昧”指的是“寸”字笔画的中心部分不要，剩下“一亅”。,于,https://www.wwyulu.com/read/111058.html
自当清白在人间,提示：“自当清白”指的是“自”字笔画中的“白”清除，去掉，剩下“一”。“人”明扣。人+一=大。,大,https://www.wwyulu.com/read/111056.html
一丈开外先哆嗦,提示：“一丈”二字明扣。“先哆嗦”指的是“哆嗦”二字笔画的先头部分，为“口口”。口+口+一+丈=哽。,哽,https://www.wwyulu.com/read/111054.html
朗月当空照边陲,提示：“朗月当空”指的是“朗”字笔画中的“月”空了，去掉。“边陲”指的是“陲”字笔画的一边，取“阝”。,郎,https://www.wwyulu.com/read/111052.html
一叶初飞日,提示：“一叶”明扣。“初飞日”指的是“日”字笔画的初始部分，为“一”。一+一+叶=旱。,旱,https://www.wwyulu.com/read/111050.html
确诊后应为情症,提示：“确诊后”指的是知道病症，扣“知病”，“病”理解为病字头“疒”。疒+知=痴。“情症”指的是痴情症状，扣“痴”。第二次紧扣谜底。,痴,https://www.wwyulu.com/read/111048.html
希望别出错,提示：“错”指的是错误，符号为“×”。“希望别出错”指的是“希”字笔画的“×”别离，出去，去掉，剩下“布”。,布,https://www.wwyulu.com/read/111046.html
西江齐争渡,提示：“西江”指的是“江”字笔画的西面（左边部分），为“氵”。“齐”明扣。氵+齐=济。“济”字义为“渡”，与谜面中的“渡”相扣。,济,https://www.wwyulu.com/read/111044.html
己丑,提示：“己”指的是自己，即“吾”之意。“丑”为十二地支，与十二生肖中的“牛”相扣。牛+吾=牾。,牾,https://www.wwyulu.com/read/111042.html
溪畔重峦聚毫端,提示：“溪畔”指的是“溪”字笔画的一边，取“氵”。“重峦”指的是山与山重叠，形状为“幺”。“毫端”指的是“毫”字笔画的开端，为“亠”。亠+氵+幺=泫。,泫,https://www.wwyulu.com/read/111040.html
李杜之后唯居易,提示：“李杜之后”指的是“李”字笔画的后面部分杜绝，去掉，剩下“木”。“居易”指的是白居易，扣“白”。白+木=柏。,柏,https://www.wwyulu.com/read/111038.html
来人必系淮阴侯,提示：“人”理解为单人旁“亻”。“淮阴侯”指的是“韩信”，扣“信”。“来人必系淮阴侯”反过来理解就是“信”字笔画中的“亻”没有来，去掉，剩下“言”。,言,https://www.wwyulu.com/read/111036.html
肠断孤村春尽时,提示：“肠断”指的是“肠”字笔画断掉部分，剩下“月”。“春”五行属木，扣“木”；“村春尽”指的是“村”字笔画中的“木”尽了，去掉，剩下“寸”。寸+月=肘。,肘,https://www.wwyulu.com/read/111020.html
白首归来山中老,提示：“白首”指的是“白”字笔画的首部，为“丿”。“山中”指的是“山”字笔画的中间部分，为“丨”。“老”明扣。丿+丨+老=佬。,佬,https://www.wwyulu.com/read/111018.html
卧龙凤雏,提示：卧龙凤雏，该词本是《三国演义》中指代人才诸葛亮和庞统。现在“庞”字的“龙”去掉，剩下“广”。,广,https://www.wwyulu.com/read/111016.html
从来应与春相得,提示：“从”明扣。“春”五行属木，扣“木”。木+从=枞。,枞,https://www.wwyulu.com/read/111014.html
投机取巧终失利,提示：“投机取巧”指的是“机”字笔画取一部分，取“几”。“终失利”指的是“利”字笔画终点部分失去，去掉，剩下“禾”。禾+几=秃。,秃,https://www.wwyulu.com/read/111012.html
三点游园品佳酿,提示：“三点”理解为三点水“氵”。“游园”指的是“园”字笔画游动，调整笔画，变成字“酉”。酉+氵=酒。“品佳酿”指的是品酒，扣“酒”。第二次紧扣谜底。,酒,https://www.wwyulu.com/read/111010.html
先有用心后不烦,提示：“先有”指的是“有”字笔画的先头部分，为“一丿”。“心”理解为竖心旁“忄”。“后不烦”指的是“烦”字笔画的后面部分不要，去掉，剩下“火”。,恢,https://www.wwyulu.com/read/111008.html
诺言既出当用心,提示：“言”理解为言字旁“讠”；“诺言既出”指的是“诺”字笔画中的“讠”出去，去掉，剩下“若”。“心”明扣。心+若=惹。,惹,https://www.wwyulu.com/read/111006.html
