input,explanation,answer
上边两个加，下边一个加，绿叶开紫花，像瓜不叫瓜(猜一字),提示：“加”理解为加号“十”；“两个加”理解为两个“十”，即“十十”，“十”与“十”组成字“艹”。“艹”与谜面中第二个“加”组成字“茄”。艹+加=茄。“绿叶开紫花，像瓜不叫瓜”理解为茄子的叶子是绿色的，开得花是紫色的。,茄
八十多了一横，六十少了一点(猜一字),提示：“横”的形状为“一”。“八”与“丷”谐音相扣。“一”“丷”与谜面中的“十”组成字“平”。一+丷+十=平。“点”理解为“、”。“六十少了一点”理解为“六”字少了一“、”，剩下部分与“十”组成字“平”。,平
丹心一点留人间(猜一字),提示：“丹心”指的是“丹”字笔画的中心部分，为“、”。“一”明扣。“点”的形状为“、”。“人”明扣。,灭
掺水洗手(猜一字),提示：“水”理解为三点水“氵”。“手”理解为提手旁“扌”。“掺水洗手”理解为“掺”字的“扌”洗掉了，剩下“参”，“参”与“氵”组成字“渗”。氵+参=渗。,渗
太阳一坠云水中(猜一字),提示：“太阳”即“日”之意；“太阳一坠”指的是“日”字笔画的“一”坠落，去掉，剩下“口”。“云水中”指的是“云水”二字笔画的中间部分，分别为“一亅”。一+亅+口=叮。,叮
全省人口向西移(猜一字),提示：“全省人”理解为“全”字的“人”省掉了，没有了，剩下“王”。“西移”理解为“移”字的西面（左边部分），为“禾”。“禾”“王”与谜面中的“口”组成字“程”。禾+王+口=程。,程
有志向前人进取(猜一字),提示：“志”明扣。“向前”指的是“向”字笔画的前面部分，为“丿”。“人”理解为单人旁“亻”。亻+丿+志=恁。,恁
三日月似弓(猜一字),提示：“月似弓”理解为月亮的形状为弓形的时候，形状为“丿”。“三日月似弓”理解为三个“日”和三个“丿”，即“日日日”和“丿丿丿”，“日日日”与“丿丿丿”组成字“皛”。日+日+日+丿+丿+丿=皛。,皛
安心度日(猜一字),提示：“安心度日”理解为“安”字的中心部分为“日”，组成字“宴”。安+日=宴。,宴
废水利用要推广(猜一字),提示：“水”理解为三点水“氵”。“废水利用要推广”理解为“废”字推掉了“广”，剩下“发”，“发”与“氵”组成字“泼”。氵+发=泼。,泼
湖光水月(猜一字),提示：“水”理解为三点水“氵”。“湖光水月”指的是“湖”笔画的“氵”“月”光了，剩下“古”。,古
争取第一有希望(猜一字),提示：“争取第一”指的是“争”字笔画的第一部分，为“⺈”。“希望”即“巴”之意。巴+⺈=色。,色
赤壁上下集(猜一字),提示：“赤壁上下集”理解为“赤”字的上面部分“土”与“壁”字的下面部分“土”集合，组成字“圭”。土+土=圭。,圭
上头在水里，下头在天空，要问家在哪，老家在山东(猜一字),提示：“山东”简称“鲁”，“鲁”字上面为“鱼”，下面部分为“日”，“鱼”生活在水里，“日”就是太阳，太阳在天空上，每天升起，落下。,鲁
草上战役后(猜一字),提示：“草”理解为草字头“艹”。“役后”指的是“役”字笔画的后面部分，为“殳”。殳+艹=芟。,芟
字到前头却普通(猜一字),提示：“前头”理解为“前”字的头部，为“丷”。“字到前头却普通”反过来理解就是“普”字的“丷”没有了，剩下“晋”。普-丷=晋。,晋
二姑娘(猜一字),提示：“次”字义为“次序在第二的”，与谜面中的“二”相扣。“姑娘”说明是女子，扣“女”。女+次=姿。,姿
吕布挟威负女行(猜一字),提示：“吕”明扣。“威负女行”指的是“威”字笔画减去“女”。,喊
骑马可去看天下(猜一字),提示：“骑马可去”指的是“骑”字笔画的“马可”去掉，剩下“大”。“天下”指的是“天”字笔画的下面部分，为“大”。第二次紧扣谜底。,大
太阳照北京(猜一字),提示：“日”字义为“太阳”，与谜面中的“太阳”相扣。“日”与谜面中的“京”组成字“景”。日+京=景。,景
右边有，左边无，后面有，前面无(猜一字),提示：“右”“后”二字共同拥有的部分为“口”。,口
月亮肩上站着北(猜一字),提示：谜面中的“月”字肩上有个“北”字，组成字“背”。月+北=背。,背
良好开端(猜一字),提示：“好开端”理解为“好”字的开始部分，为“女”。“女”与谜面中的“良”组成字“娘”。女+良=娘。,娘
自来水暂断一天(猜一字),提示：“水”理解为三点水“氵”。“一天”即“一日”，“暂断一天”理解为“暂”字断了“日”，剩下“斩”。斩+氵=渐。,渐
团结一心改变旧貌(猜一字),提示：“心”理解为竖心旁“忄”。“忄”与谜面中的“一”和改变笔画结构的“旧”组成字“恒”。忄+一+旧=恒。,恒
市长的高帽飞了(猜一字),提示：“市长的高帽飞了”理解为“市”字上面的部分的“亠”飞走了，剩下“巾”。,巾
由上转下(猜一字),提示：“由上转下”理解为“由”字上面部分转动到下面，变成字“甲”。,甲
心有余而力不足(猜一字),提示：“心有余”说明比“心”多一部分，这里多出来的是“、”。“力不足”说明“力”字缺少一部分，剩下“大”。,态
左边九加九，右边九十九，左右合起来，四季长青树(猜一字),提示：“九加九”等于“十八”，“十”与“八”组成字“木”。“九十九”等于“一百”减去“一”，即“百”字笔画减去“一”，剩下“白”。白+木=柏。“四季长青树”理解为松柏是四季常青树。,柏
大事化小事无了(猜一字),提示：“大事化小事无了”指的是“大”与“小”调整笔画，组成字“买”。大+小=买。,买
痴(猜一字),提示：“痴”理解为呆傻的人，扣“呆人”，“人”指的是单人旁“亻”，“亻”与“呆”组成字“保”。呆+亻=保。,保
月下走相送(猜一字),提示：“月”明扣。“走”理解为走之旁“辶”；“下走相送”指的是“送”字笔画的“辶”下掉，去掉，剩下“关”。关+月=朕。,朕
出版后(猜一字),提示：“出版后”理解为“版”字的后面部分出去了，没有了，剩下“片”。,片
一加一不等于二，你加一点你当家(猜一字),提示：“加”理解为加号“+”。“一加一不等于二”理解为“一”与“+”“一”组成字“王”，“不等于二”排除了谜底是“二”的可能性。“点”理解为符号“、”。“当家”理解为当家做主，扣“主”。“你加一点你当家”反过来理解就是“主”字减少“、”，剩下“王”，第二次紧扣谜底。,王
一根扁担一人抬(猜一字),提示：“扁担”的形状为“一”。“一根扁担一人抬”理解为“人”上面有根扁担“一”，组成字“大”。,大
不要夸大(猜一字),提示：“不要夸大”理解为“夸”字的“大”不要了，剩下“亏”。夸-大=亏。,亏
春去三日，两人归(猜一字),提示：“春去三日”指的是“春”笔画去掉“三日”部分，剩下“人”字。“两人”指的是两个“人”字，即“人人”。人+人+人=众。,众
横竖你最2(猜一字),提示：“2”理解为大写的数字“二”。竖着的“2”形状为“丨丨”。“横竖你最2”理解为横着的“二”与竖着的“丨丨（2）”组成字“井”。,井
正要改后成治理(猜一字),提示：“正”明扣。“改后”指的是“改”字笔画的后面部分，为“攵”。攵+正=政。,政
写上去(猜一字),提示：“写上去”指的是去掉“写”字的上面部分“冖”，剩下“与”。写-冖=与。,与
员外很给力(猜一字),提示：谜面中的“员”与“力”组成字“勋”。员+力=勋。,勋
到哪都有人相伴(猜一字),提示：“人”理解为单人旁“亻”。“到哪都有人相伴”理解为“到”与“亻”相陪伴，组成字“倒”。到+亻=倒。,倒
月下湖边有鸟鸣(猜一字),提示：“湖边”理解为“湖”字的一边，取“氵”。“有鸟鸣”反过来理解就是“鸣”字没有“鸟”，剩下“口”。“氵”“口”与谜面中的“月”组成字“涓”。氵+口+月=涓。,涓
赏心只有三两枝(猜一字),提示：“赏心”指的是“赏”字笔画的中心部分，为“口”。“三两”指的是“三”与“二”相加，等于“五”。“枝”指的是树木的枝丫，扣“木”。木+口+五=梧。,梧
大人的新装(猜一字),提示：“大人的新装”指的是“大人”二字调整笔画，组成字“丛”。大+人=丛。,丛
山月影轩窗(猜一字),提示：“山”明扣。“月影”指的是“月”与影子“月”，即“月月”。“轩窗”指窗户，形状为“口”。口+月+月+山=嘣。,嘣
言而有信方可交(猜一字),提示：“言而有信”反过来理解就是“信”字的“言”没有，剩下“亻”。“方”理解为方格，形状为“口”；“方可交”理解为“可”字的“口”没有了，剩下“丁”。丁+亻=仃。,仃
北拒曹操，东和孙权(猜一字),提示：“北拒曹操，东和孙权”说明对蜀国有益，扣“蜀益”，“益”与“蜀”组成字“蠲”。益+蜀=蠲。,蠲
罢了去地府在转身(猜一字),提示：“罢了去”指的是“罢”字笔画中的“去”了却，去掉，剩下“罒”；谜面中的“转身”指的是“罒”字笔画转动，调整笔画，变成“目”。“地府”即冥府，扣“冥”。目+冥=瞑。,瞑
大门开，有客来，先脱帽，再进来(猜一字),提示：“帽”理解为帽子，帽子的形状为“宀”。“有客来，先脱帽”理解为“客”字的“宀”脱掉了，没有了，剩下“各”。“各”与谜面中的“门”组成字“阁”。各+门=阁。,阁
